id,gy_x_mean,gy_y_mean,gy_z_mean,gy_x_max,gy_y_max,gy_z_max,gy_x_min,gy_y_min,gy_z_min,gy_x_rmse,gy_y_rmse,gy_z_rmse,gy_x_std,gy_y_std,gy_z_std,gy_mag_mean,gy_mag_max,gy_mag_min,gy_mag_rmse,gy_mag_std,ro_x_mean,ro_y_mean,ro_z_mean,ro_x_max,ro_y_max,ro_z_max,ro_x_min,ro_y_min,ro_z_min,ro_x_rmse,ro_y_rmse,ro_z_rmse,ro_x_std,ro_y_std,ro_z_std,ro_mag_mean,ro_mag_max,ro_mag_min,ro_mag_rmse,ro_mag_std,la_x_mean,la_y_mean,la_z_mean,la_x_max,la_y_max,la_z_max,la_x_min,la_y_min,la_z_min,la_x_rmse,la_y_rmse,la_z_rmse,la_x_std,la_y_std,la_z_std,la_mag_mean,la_mag_max,la_mag_min,la_mag_rmse,la_mag_std,label
40,0.0018296850838787,0.001089870861128,-0.0010946293557609,0.6651611328125,1.02105712890625,0.4169464111328125,-0.7911529541015625,-0.52703857421875,-0.1902008056640625,0.141389786932964,0.1099431326124277,0.0611303927217486,0.1414186378767736,0.1099693718223925,0.0611381826547174,0.1167472808089689,1.095348283378581,0.0009942831150906,0.1892498062664743,0.1489910532201473,-0.0550981791576389,0.2654901467203682,0.9405630394833546,-0.00360107421875,0.383331298828125,0.9581756591796876,-0.1128692626953125,0.219757080078125,0.8911285400390625,0.0603098707716303,0.2674623699710186,0.9406389838904228,0.024531967636225,0.0324300241976827,0.0119561290303237,0.9797769733010224,0.9877348129399272,0.9723589190877264,0.9797831892196416,0.0034910569828715,-0.0158084303106345,0.0233765438593435,0.0506200142916382,0.4127349853515625,0.562957763671875,0.77569580078125,-0.417083740234375,-0.5692291259765625,-0.7209320068359375,0.0943378938433894,0.1007649087096786,0.1656923012442048,0.0930307016086722,0.098044045635519,0.1578159784118583,0.1840322913058901,0.8270799032528233,0.0046369900917288,0.2156551500281799,0.1124568182827767,0
19,-0.0041493727874317,0.0029641448114712,-0.0123973844241931,0.8707427978515625,0.5512847900390625,0.3752288818359375,-0.869903564453125,-0.6973114013671875,-0.947021484375,0.1029468930376533,0.0757090268298212,0.0883163793741357,0.1028928249923082,0.0756727394444843,0.0874670628592331,0.099344930816009,1.076059930789448,0.003721330544744,0.1553373824788511,0.1194507936971714,-0.0585434898828349,0.1829417987141272,0.8117895406028743,0.1283111572265625,0.2386627197265625,0.9771575927734376,-0.1202545166015625,-0.2089080810546875,-0.9741973876953124,0.0778604527702071,0.2075547019381448,0.9307273068610954,0.0513461386722455,0.0980651958884875,0.4553793016546902,0.9558115540282864,1.0000208866696698,0.3733120488839543,0.956762522332016,0.0426596274460142,0.3587447216347622,0.1751753383151685,0.0750923968375997,2.280258178710937,1.602569580078125,6.3324737548828125,-1.991302490234375,-2.0646209716796875,-2.979965209960937,0.4354476021274298,0.2823121283957345,0.3552376575604137,0.2468843633415625,0.2214541485636244,0.3473100768116923,0.5301182083974076,6.511253590787692,0.1107452341700076,0.628894701350606,0.338451032183199,1
20,0.069001525412989,-0.2064609090790493,-0.3467233090000298,1.3663177490234375,0.64349365234375,0.4070587158203125,-1.117706298828125,-3.88836669921875,-5.6205596923828125,0.3746799712072229,0.6579200316162204,1.0458138796964789,0.368976289213216,0.6258816224488881,0.988554267539102,0.6178372151193969,6.795138068503688,0.0149179773582879,1.2911121251818274,1.1358573924912816,0.0281476901687738,0.0195184372763597,-0.1036162048805761,0.153564453125,0.3590545654296875,0.98272705078125,-0.0217132568359375,-0.1988677978515625,-0.9875335693359376,0.0607267838471279,0.1969160286281061,0.895213497661682,0.0539123686367887,0.1963213183440077,0.8908985794461307,0.899352584741365,1.0000212886432993,0.4007084367303883,0.9186244450278596,0.1875367593320835,0.0593620475011927,0.0219907105424021,0.2376828375663466,2.3557586669921875,2.6132965087890625,1.7005157470703125,-1.9668731689453125,-3.5260009765625,-2.040267944335937,0.3819151413319817,0.6558303311109742,0.4966019766519193,0.3779955933053894,0.6567160140919053,0.4368624755703636,0.6081655148042588,3.784070402997687,0.0499390607938774,0.9069653364921676,0.6741330660643935,1
45,0.0029456837679354,0.0004280713677269,0.000201797046376,0.71307373046875,0.63800048828125,0.26654052734375,-0.384033203125,-0.5600738525390625,-0.2081298828125,0.0546262454659066,0.0665414139718357,0.0384258224337754,0.0545624648015158,0.0665591880004436,0.0384363517810741,0.0549943753366384,0.9111553694804058,0.002820730682923,0.094277941729679,0.0765984652866174,0.1076684738879099,-0.0903373165152564,0.6085249678037795,0.125335693359375,-0.077972412109375,0.6352081298828125,0.097412109375,-0.096466064453125,0.5994110107421875,0.1077867674418541,0.0903996291084266,0.6085682732098147,0.0050499147708433,0.0033568841898358,0.0072620286778416,0.6245788733293478,0.6492414078261775,0.6161056636820684,0.6246162208397097,0.0068323631244284,0.0504027477479502,-0.0005848383052988,0.2072784019970646,1.187347412109375,0.85516357421875,2.062530517578125,-1.002593994140625,-0.8896942138671875,-1.3095245361328125,0.1307541184242399,0.1469882323241922,0.3175683871570057,0.1206838124455685,0.1470293733641599,0.240662979045761,0.306962879055467,2.19356953573895,0.0403914586447861,0.3735664070124517,0.2129594927330067,0
22,0.0195490197290348,-0.0044080429164943,0.005758164804193,1.59332275390625,1.885162353515625,1.4729156494140625,-2.63165283203125,-2.5997772216796875,-1.2401885986328125,0.2422711343779358,0.2553295076364332,0.1671795567473856,0.2415506356018733,0.2553649300185305,0.1671284506962486,0.1708284042204748,3.032136155706502,0.0009672194819177,0.3896632702948631,0.3503223283261313,0.1755058894360436,0.0034552202125961,-0.0289371696797009,0.4006195068359375,0.0716094970703125,0.2081756591796875,0.053802490234375,-0.1282806396484375,-0.15618896484375,0.221470091375411,0.0248759969864074,0.1422005009413959,0.1351191654013319,0.0246419573377176,0.1392651497397592,0.2424622311659428,0.4248149489665168,0.1095443270634136,0.2643648975713012,0.1053909690265597,-0.00526959383035,0.0575310517235372,0.21637007666128,2.705841064453125,1.9184417724609373,2.647979736328125,-2.3257598876953125,-1.2441253662109375,-1.7019500732421875,0.2040562273974342,0.1771387819559831,0.3398522855603035,0.2040468845441314,0.1675842631121765,0.2621509248789426,0.3378542519793129,3.4621109082963626,0.0374848823324204,0.4341850619414316,0.2727892745438824,1
26,0.0087997181771058,0.0044376283249226,0.0049707635628058,0.307037353515625,0.21661376953125,0.1018218994140625,-0.2371826171875,-0.220489501953125,-0.07342529296875,0.0443171418405119,0.0233349748958457,0.0207889328871671,0.0434472180594192,0.0229157332156066,0.0201917299567459,0.0374289773819363,0.3597860958755356,0.0010778798225371,0.0542283122076369,0.0392513498868494,0.16378115674306,-0.188550871133667,0.5931725027098625,0.17669677734375,-0.173919677734375,0.6023712158203125,0.1555023193359375,-0.19818115234375,0.5866851806640625,0.163828417618341,0.188666157885997,0.5931778778082532,0.0039359921341284,0.0065964518464984,0.0025259499726189,0.6436542488837926,0.6513024404121662,0.6383830995802738,0.6436572568315349,0.0019683486092507,0.0825556709495988,-0.0568824992072808,0.0148807980235994,0.6082305908203125,0.4173583984375,1.0146484375,-0.2092742919921875,-0.503814697265625,-1.039764404296875,0.1102408220546273,0.1029445725077166,0.1430831171744974,0.0730799199215713,0.08582661042313,0.1423481850574176,0.1746102385318789,1.067860322997375,0.0311453751689272,0.2079023864135462,0.1128804788875799,0
18,0.0032257624721142,0.0104733446787744,0.0051167366761343,0.4876556396484375,0.8606414794921875,0.5556488037109375,-0.39990234375,-0.8878021240234375,-0.60760498046875,0.0963664388370765,0.1197057799578291,0.1081985893268736,0.0963401700099372,0.1192810711122262,0.1081086596110254,0.1275629933561829,1.1176810671721753,0.0048747472911527,0.1879438719984711,0.1380635925405407,0.1523287108250575,-0.1057280088610256,-0.8609473756077514,0.1835784912109375,-0.0643157958984375,-0.8360595703125,0.1170806884765625,-0.147674560546875,-0.8826751708984375,0.1528475800026525,0.1077566717820883,0.8610039490228358,0.0125872071765683,0.0208167704208061,0.0098728305280352,0.881044504027032,0.8982360490896937,0.8606398085526606,0.8810798393216918,0.0078931014145375,0.079992941075107,0.0160674873136828,0.0960663404009022,1.2728118896484375,1.88323974609375,7.6838531494140625,-1.174407958984375,-1.5005035400390625,-1.87518310546875,0.2588158622925189,0.1758358887169194,0.3802639390294888,0.2462147034018099,0.1751506693041516,0.3680351896024263,0.3248987995008509,7.734848015432234,0.0277409569223779,0.4924475339173827,0.3701678393795042,1
8,0.00721350687979,-0.0038504328752428,0.0519365081172189,2.535140991210937,2.533843994140625,1.7558441162109375,-1.9025726318359373,-2.561386108398437,-0.4198760986328125,0.2426339664549567,0.3015468791697877,0.2392177366481553,0.242596556092291,0.3016091266780179,0.2335789687264125,0.251051669104786,3.4278393099690643,0.0069443753192693,0.4550020742169972,0.3795825289178705,0.0537295783465115,-0.0754631450962732,-0.2972685572877311,0.1084747314453125,-0.0186309814453125,0.15032958984375,-0.1094207763671875,-0.188568115234375,-0.9845428466796876,0.0638724986035115,0.0792602721798135,0.5962247318572017,0.0345472951437057,0.0242454717923891,0.5169808545847819,0.4654278776700459,0.988089957943519,0.0995133968376498,0.6048518973286484,0.386404795740106,-0.2178989689310323,-0.0586603457857701,0.0937808953144115,1.2665863037109375,1.756103515625,2.0589141845703125,-1.2173919677734375,-1.5646209716796875,-5.016998291015625,0.303927304732327,0.2249816555975631,0.3830914541358134,0.2119379750278074,0.2172622473772265,0.3715422968852394,0.4347167451300429,5.205932918471381,0.0328434083323759,0.5382820953265763,0.3175326948393052,1
42,0.0104886298215313,0.004671728192353,0.0098518103652804,0.8028106689453125,1.008880615234375,0.3310546875,-0.7256317138671875,-1.512359619140625,-0.2742767333984375,0.1422380410404008,0.1979645123977845,0.0594680018553778,0.1418916480103482,0.1979663744364058,0.058663159562027,0.1752845935593338,1.713137523354796,0.0051989719581642,0.2509144310966879,0.1795882251115717,0.2676475669847662,-0.0782589119058542,0.9069590988554486,0.3845977783203125,0.00164794921875,0.98345947265625,0.158660888671875,-0.1869354248046875,0.8140869140625,0.2689497782188385,0.0904671975011073,0.9080971076947222,0.0264417398141414,0.0453987123640901,0.0454614104465086,0.9506384168659492,0.9991661215294504,0.8706320966091953,0.9513982625752408,0.0380274496858489,0.3720150575873902,-0.2143938309444939,0.0655406541225892,1.675384521484375,1.0690460205078125,1.1236572265625,-0.63909912109375,-1.332183837890625,-1.6236572265625,0.4265915295468074,0.331720745581175,0.28505909392403,0.2088306410732051,0.2532011991529843,0.2775021500358165,0.5673807761881176,2.072843707232057,0.1135967789020516,0.6109645432910197,0.2266854899185661,0
33,0.0024292044894888,-0.0141900325548943,-0.0460575083994494,2.554107666015625,0.8621063232421875,0.754302978515625,-3.007080078125,-1.87060546875,-3.205596923828125,0.2210886584322885,0.1459119410553238,0.3694786011804245,0.2211389772247623,0.1452621269433516,0.3667022744066778,0.1680889981967234,3.499987679844592,0.003452939559307,0.4546261388879489,0.4225325995565778,-0.0291972492505712,-0.0984664328426345,0.6092288424108107,0.2229156494140625,-0.015411376953125,0.7683868408203125,-0.0882568359375,-0.1458587646484375,0.0226593017578125,0.0834488966966542,0.1018419736418602,0.643007569900123,0.0781969263785334,0.0260103572713216,0.2057263188794937,0.6261097603894387,0.7839495922839321,0.1270195026364824,0.6563491760519089,0.1969851467108721,-0.1203421074972114,-0.095842211014523,0.069720499393373,1.419158935546875,2.695770263671875,2.075103759765625,-1.7382659912109375,-2.5100555419921875,-1.3284149169921875,0.23001592221047,0.2726736392138205,0.2551392549780567,0.1960796672493025,0.2553482360589297,0.245499061155819,0.3289501371731116,3.510585068892813,0.0219707753118128,0.4385821216410897,0.2901629816567309,0
