id,ro_x_mean,ro_y_mean,ro_z_mean,ro_x_max,ro_y_max,ro_z_max,ro_x_min,ro_y_min,ro_z_min,ro_x_rmse,ro_y_rmse,ro_z_rmse,ro_x_std,ro_y_std,ro_z_std,ro_mag_mean,ro_mag_max,ro_mag_min,ro_mag_rmse,ro_mag_std,la_x_mean,la_y_mean,la_z_mean,la_x_max,la_y_max,la_z_max,la_x_min,la_y_min,la_z_min,la_x_rmse,la_y_rmse,la_z_rmse,la_x_std,la_y_std,la_z_std,la_mag_mean,la_mag_max,la_mag_min,la_mag_rmse,la_mag_std,label
37,-0.08740560094835569,-0.1002986631404407,-0.7239970304886408,0.01275634765625,0.0148773193359375,-0.7142333984375,-0.16705322265625,-0.1849517822265625,-0.7341156005859375,0.1025683451291118,0.11783352677123733,0.7240135520646285,0.05368598215073711,0.0618637230453887,0.004892564737127846,0.7406015777322811,0.7571493787210563,0.7207245955977786,0.7406757921163031,0.010487868041116555,0.05511587865059066,0.0046281452420391615,0.22357558765126043,3.5218658447265625,1.668914794921875,10.093795776367188,-1.146331787109375,-1.9831390380859373,-9.303207397460938,0.15052198425830712,0.09081981118665543,0.44216807207465747,0.1401085382433828,0.09072791520825778,0.3815892306812837,0.28468432624736295,10.872952342746657,0.025277698170973383,0.47583369974315326,0.3813872519312012,0
48,0.21737306548756202,-0.05050493246941078,-0.15471954696883541,0.2367401123046875,-0.0381927490234375,-0.140716552734375,0.1779937744140625,-0.0670318603515625,-0.171722412109375,0.21772096412616465,0.0508912580927923,0.15498588647617967,0.01230673654039177,0.0062605509360031,0.009084837953656949,0.27198549897666835,0.2826240938268129,0.25215849065943374,0.2720532362922763,0.006072309218422871,-0.030671263454424086,0.1323099169275703,0.13795395687616874,0.5410308837890625,0.542266845703125,0.8253021240234375,-0.52508544921875,-0.341400146484375,-0.67254638671875,0.10742187587857459,0.16604155130551101,0.21433268004067665,0.10297977841063756,0.10034777761625453,0.16408136437041188,0.26687451185716277,0.887447816561688,0.042072319489390525,0.29162948052388604,0.11761678616450547,0
46,0.09380678342688543,0.2972247047402355,0.8291026605706003,0.1608734130859375,0.43670654296875,0.949920654296875,0.0357513427734375,0.173919677734375,0.758697509765625,0.0993136869040389,0.30162931326201997,0.8296838731675882,0.032620674462017045,0.051373504197465274,0.031059024303091712,0.8881207477758959,0.9683711774700395,0.8633425176248679,0.8883798626824911,0.021461196373048,-0.0464390484025304,0.14459908440940739,0.133866270040052,1.3151092529296875,1.042816162109375,0.987823486328125,-1.5766143798828125,-1.43450927734375,-1.38616943359375,0.19190971701128579,0.24400097148882754,0.24302601150657246,0.18625983746244154,0.19659559960727296,0.20289199839906177,0.3306259762707054,1.6234961606125233,0.01926993559129509,0.39424288939641783,0.2148033588481626,0
45,0.10766847388790995,-0.09033731651525641,0.6085249678037795,0.125335693359375,-0.077972412109375,0.6352081298828125,0.097412109375,-0.096466064453125,0.5994110107421875,0.10778676744185418,0.0903996291084266,0.6085682732098147,0.005049914770843387,0.0033568841898358,0.00726202867784169,0.6245788733293478,0.6492414078261775,0.6161056636820684,0.6246162208397097,0.006832363124428454,0.05040274774795023,-0.0005848383052988349,0.20727840199706468,1.187347412109375,0.85516357421875,2.062530517578125,-1.002593994140625,-0.8896942138671875,-1.3095245361328125,0.13075411842423992,0.1469882323241922,0.3175683871570057,0.12068381244556851,0.1470293733641599,0.24066297904576103,0.30696287905546704,2.19356953573895,0.040391458644786105,0.3735664070124517,0.2129594927330067,0
31,0.2633399217120523,-0.3456490080979394,0.6580379385119615,0.3691558837890625,-0.2729644775390625,0.7268829345703125,0.2064361572265625,-0.4025115966796875,0.59906005859375,0.26504469324185403,0.3462174192661334,0.6588423158027467,0.030021552745871104,0.019836607792289785,0.03255577364646762,0.7897496468768807,0.8456419247833938,0.7371720191508333,0.7900559397354698,0.022003675675077862,0.004364680914664845,-0.006874927305653949,0.024527511333294377,3.310089111328125,2.8150634765625,7.6657867431640625,-1.509368896484375,-1.8575897216796875,-10.587646484375,0.26574518025655214,0.26777193821917117,0.7294115274438829,0.2657858085281555,0.2677607106538872,0.7292088384713816,0.4001108821228501,10.652362986545693,0.013486792993509673,0.8211963760850735,0.7173359330059546,0
46,0.05035577392578125,0.22121673583984375,0.9029315185546875,0.064422607421875,0.2752227783203125,0.91107177734375,0.0411834716796875,0.19464111328125,0.8878173828125,0.05070721651836427,0.22300562484032016,0.9029520844636455,0.005971639749774568,0.028246343452918866,0.006106455022353702,0.9314293007002347,0.9451989494106277,0.9162036204904837,0.9314640075465633,0.008056972819874811,0.010677001953125,0.05493792724609375,0.2208074951171875,0.5464019775390625,0.6554718017578125,0.6573944091796875,-0.7327117919921875,-0.699981689453125,-0.539703369140625,0.1366523976281856,0.18021749164341003,0.27533971429203985,0.13650793777332218,0.17198395964054333,0.16481707142961222,0.3188386346528666,0.9173189299386687,0.03556504270002157,0.35632033388258444,0.15939804370266666,0
48,0.22870419132421427,-0.017683136723807,-0.13614992552165744,0.2431793212890625,-0.0074005126953125,-0.1283416748046875,0.196044921875,-0.0253753662109375,-0.144439697265625,0.22907542888260152,0.01823218336409142,0.13618628806939787,0.013040047036158239,0.004441907053011032,0.0031477832968931593,0.2669314041228907,0.2786698175536954,0.24159995506772639,0.26712294863244285,0.010117018876290814,-0.009610921247370362,0.08545093075452657,0.18168022937138142,0.2035064697265625,0.316009521484375,1.3759765625,-0.2278594970703125,-0.1020050048828125,-0.892242431640625,0.05769287815326021,0.1024203198693795,0.2399293434851468,0.056903087975751936,0.056479161983687964,0.1567562519045843,0.23638296287936328,1.376408671643309,0.02326015090783445,0.2671787416262127,0.12456525450307884,0
47,0.29845116881255923,0.11834184430722178,0.41704428460244675,0.3416900634765625,0.3075103759765625,0.5228271484375,0.1892852783203125,0.06976318359375,0.38153076171875,0.30077500856302286,0.13097552769814427,0.4185191492335762,0.03732718198741603,0.05613942912317259,0.03511498771050106,0.5307347121241114,0.6255774819647947,0.48757580079380597,0.5317691913857837,0.03316292958775098,0.03135293005784167,0.0990112642980373,0.08248719757329347,0.75885009765625,1.0023956298828125,1.0078125,-0.6297607421875,-0.507904052734375,-1.5995635986328125,0.11083302299588288,0.13295778548797274,0.2068078473214588,0.1063369640977066,0.08876451540258243,0.18970066811478098,0.23068052591161667,1.7484924789366758,0.021990509197843084,0.26968725854590814,0.13974657872299237,0
42,0.2866698463712106,-0.0679280464339174,-0.1957717122910898,0.4332275390625,0.1067352294921875,-0.0120697021484375,0.2325439453125,-0.1235809326171875,-0.36968994140625,0.2888488519593466,0.07922382599784893,0.22226552036855218,0.03542288000380834,0.040781761215571574,0.10527000701097822,0.3681999601615367,0.5286855160340933,0.2922683844038399,0.37297725859450637,0.05952195592454728,0.4533591758807043,0.06428944858774903,0.030848881729178653,1.83673095703125,0.9669952392578124,1.4001312255859375,-0.5630340576171875,-0.92578125,-1.7208099365234375,0.4984412223921441,0.18154407469003508,0.2397087419392627,0.20720476062066412,0.16982848002236237,0.237783850946684,0.5444691364265182,2.1020093743746373,0.08278363614398278,0.5821187028407007,0.2060096175585189,0
46,0.09694335621255668,0.28135390383248776,0.8721014274285316,0.15350341796875,0.4031982421875,0.8860931396484375,0.0723724365234375,0.24407958984375,0.8288116455078125,0.09811433217877515,0.2825622559922013,0.8721462059463264,0.01511752084447926,0.026111335211071913,0.008840238398796602,0.9220020169770183,0.9284146833677656,0.9062092472339204,0.9220123942967694,0.004375722816980122,0.0373522770013628,0.16768738917393045,0.12911543684164958,0.5657501220703125,0.9361419677734376,0.8177337646484375,-0.5226287841796875,-0.6032867431640625,-0.46734619140625,0.10955109618648023,0.21106250943168922,0.18220270138624514,0.10301630778440836,0.1282099283167545,0.12859451208843578,0.2743313015808782,1.1302691960597149,0.02754377957114815,0.29957745234864813,0.12040487165922677,0
