id,ro_x_mean,ro_y_mean,ro_z_mean,ro_x_max,ro_y_max,ro_z_max,ro_x_min,ro_y_min,ro_z_min,ro_x_rmse,ro_y_rmse,ro_z_rmse,ro_x_std,ro_y_std,ro_z_std,ro_mag_mean,ro_mag_max,ro_mag_min,ro_mag_rmse,ro_mag_std,la_x_mean,la_y_mean,la_z_mean,la_x_max,la_y_max,la_z_max,la_x_min,la_y_min,la_z_min,la_x_rmse,la_y_rmse,la_z_rmse,la_x_std,la_y_std,la_z_std,la_mag_mean,la_mag_max,la_mag_min,la_mag_rmse,la_mag_std,label
40,0.038443228454941,-0.107738095405324,-0.4950362667527105,0.08575439453125,-0.047119140625,-0.0399169921875,-0.142303466796875,-0.3080902099609375,-0.6234588623046875,0.0628120545796761,0.1357466333797436,0.5331536916898598,0.0496879555150059,0.0826049476807106,0.1980265552269553,0.5340174226993659,0.6291055890963788,0.1824719781144584,0.5537376288794007,0.1465029119229414,-0.0079823659670778,-0.0008598125707979,0.081133185102421,1.2162933349609375,0.6985626220703125,3.4889068603515625,-4.166793823242188,-1.4014739990234375,-1.9121246337890625,0.2688914929637647,0.1309653725028707,0.2965016363650894,0.2688503396775204,0.1310002425448804,0.2852673292021964,0.2020891861909325,5.4587572367420565,0.0082845388710322,0.4211505480825993,0.3696029554981942,0
19,-0.0585434898828349,0.1829417987141272,0.8117895406028743,0.1283111572265625,0.2386627197265625,0.9771575927734376,-0.1202545166015625,-0.2089080810546875,-0.9741973876953124,0.0778604527702071,0.2075547019381448,0.9307273068610954,0.0513461386722455,0.0980651958884875,0.4553793016546902,0.9558115540282864,1.0000208866696698,0.3733120488839543,0.956762522332016,0.0426596274460142,0.3587447216347622,0.1751753383151685,0.0750923968375997,2.280258178710937,1.602569580078125,6.3324737548828125,-1.991302490234375,-2.0646209716796875,-2.979965209960937,0.4354476021274298,0.2823121283957345,0.3552376575604137,0.2468843633415625,0.2214541485636244,0.3473100768116923,0.5301182083974076,6.511253590787692,0.1107452341700076,0.628894701350606,0.338451032183199,1
20,0.0281476901687738,0.0195184372763597,-0.1036162048805761,0.153564453125,0.3590545654296875,0.98272705078125,-0.0217132568359375,-0.1988677978515625,-0.9875335693359376,0.0607267838471279,0.1969160286281061,0.895213497661682,0.0539123686367887,0.1963213183440077,0.8908985794461307,0.899352584741365,1.0000212886432993,0.4007084367303883,0.9186244450278596,0.1875367593320835,0.0593620475011927,0.0219907105424021,0.2376828375663466,2.3557586669921875,2.6132965087890625,1.7005157470703125,-1.9668731689453125,-3.5260009765625,-2.040267944335937,0.3819151413319817,0.6558303311109742,0.4966019766519193,0.3779955933053894,0.6567160140919053,0.4368624755703636,0.6081655148042588,3.784070402997687,0.0499390607938774,0.9069653364921676,0.6741330660643935,1
37,0.1664673395892144,0.3051844729652888,0.7494856962811961,0.179656982421875,0.310333251953125,0.754241943359375,0.1568756103515625,0.299896240234375,0.7466583251953125,0.1665581110753458,0.3051966643682706,0.7494868751766565,0.0054996925544873,0.002728678521212,0.0013297177546364,0.826205277303843,0.8297021778843681,0.8221474534857727,0.8262065022550811,0.0014231265418037,-0.0261577083820303,0.1052318788096051,0.1395917833194359,0.17694091796875,0.2763671875,0.4152069091796875,-0.24560546875,-0.0989227294921875,-0.151641845703125,0.0593430138105828,0.1146903231876223,0.1596907600953256,0.0532822772383501,0.0456214801619362,0.0775805124605304,0.1955178532156933,0.4600021122161233,0.0299471918999696,0.2053694290317503,0.0628621120277604,0
22,0.1755058894360436,0.0034552202125961,-0.0289371696797009,0.4006195068359375,0.0716094970703125,0.2081756591796875,0.053802490234375,-0.1282806396484375,-0.15618896484375,0.221470091375411,0.0248759969864074,0.1422005009413959,0.1351191654013319,0.0246419573377176,0.1392651497397592,0.2424622311659428,0.4248149489665168,0.1095443270634136,0.2643648975713012,0.1053909690265597,-0.0053153057219037,0.0575475884690375,0.2162910009540998,2.705841064453125,1.9184417724609373,2.647979736328125,-2.3257598876953125,-1.2441253662109375,-1.7019500732421875,0.2040076745122719,0.1770999319065459,0.3397598190850823,0.2039970810942908,0.1675374636140975,0.2620962415537036,0.3377430025104242,3.4621109082963626,0.0374848823324204,0.4340740165063282,0.2727502430233017,1
30,0.2144075831121822,-0.1674434280615883,0.4475102768958062,0.3197174072265625,0.081268310546875,0.9593353271484376,-0.0990753173828125,-0.339599609375,0.0814361572265625,0.2333598337529318,0.2319769106488819,0.5035636534320392,0.0921471954607884,0.160595407427334,0.2309582661057196,0.5729163891685322,0.9630143115648652,0.1708195333890508,0.6015367421373513,0.183392183026419,0.0326438564430558,-0.0027564107717495,0.1170060253088216,1.8741455078125,1.6531829833984375,2.1997833251953125,-2.2329254150390625,-1.9422149658203125,-2.0866851806640625,0.2859842393137115,0.2703737863379525,0.3398639501959263,0.2841971560734075,0.2704378627871157,0.319180119205703,0.3707887478213543,2.830894323806115,0.0187696813067293,0.5199966097171617,0.3646765778814418,0
18,0.1523361118259583,-0.1057386233699609,-0.8609463479905738,0.1835784912109375,-0.0643157958984375,-0.8360595703125,0.1170806884765625,-0.147674560546875,-0.8826751708984375,0.1528549690806543,0.1077668383323197,0.8610028899885296,0.0125873654777551,0.0208154815575303,0.0098700811732521,0.8810460125755841,0.8982360490896937,0.8606398085526606,0.8810813297223997,0.0078910796535388,0.079992941075107,0.0160674873136828,0.0960663404009022,1.2728118896484375,1.88323974609375,7.6838531494140625,-1.174407958984375,-1.5005035400390625,-1.87518310546875,0.2588158622925189,0.1758358887169194,0.3802639390294888,0.2462147034018099,0.1751506693041516,0.3680351896024263,0.3248987995008509,7.734848015432234,0.0277409569223779,0.4924475339173827,0.3701678393795042,1
8,0.0537295783465115,-0.0754631450962732,-0.2972685572877311,0.1084747314453125,-0.0186309814453125,0.15032958984375,-0.1094207763671875,-0.188568115234375,-0.9845428466796876,0.0638724986035115,0.0792602721798135,0.5962247318572017,0.0345472951437057,0.0242454717923891,0.5169808545847819,0.4654278776700459,0.988089957943519,0.0995133968376498,0.6048518973286484,0.386404795740106,-0.2180330212837807,-0.0587061891895992,0.0937376999059398,1.2665863037109375,1.756103515625,2.0589141845703125,-1.2173919677734375,-1.5646209716796875,-5.016998291015625,0.3040322821970603,0.2249413983032198,0.3829814907320638,0.2119506494882379,0.2172081071213342,0.3714396973151864,0.4347381953613811,5.205932918471381,0.0328434083323759,0.5382463037791477,0.3174425386240859,1
30,0.1625173676274588,0.1205373748673942,-0.0631485863302601,0.2669677734375,0.382965087890625,0.0021820068359375,-0.0857696533203125,-0.074310302734375,-0.2215423583984375,0.1684828047172737,0.1525448021071021,0.0766332179878504,0.0444488185420346,0.0935183936588014,0.0434280012665199,0.235854533959872,0.4057175948553999,0.1547611621105384,0.2398520840736376,0.0436205896482981,-0.0536703673824753,0.0397730784531429,0.2368146679069422,1.65185546875,1.733642578125,2.892822265625,-1.35113525390625,-2.6186676025390625,-3.082244873046875,0.2526958896907997,0.2386478437227234,0.4219098610065878,0.2470016351937373,0.2353779362185711,0.3492806002971509,0.4117079301649388,3.787449108972644,0.0151502948299131,0.5466405919749543,0.3597039934828979,0
35,0.3342902531420814,-0.2838100174354053,0.7120485733787264,0.3841705322265625,-0.254669189453125,0.7276611328125,0.283111572265625,-0.307891845703125,0.6832275390625,0.3346067055720016,0.2840120090837561,0.7120728353125747,0.0145532102926182,0.0107126718327269,0.0058797815556408,0.8364477925919913,0.8533097109874944,0.8169543782490244,0.8364641005492279,0.0052246992138311,0.1526792765486775,-0.0061009081104133,0.0038334415203133,1.313507080078125,1.047210693359375,3.430694580078125,-0.8610076904296875,-0.7404022216796875,-2.6792449951171875,0.2547712833426097,0.1528159127428254,0.3248625075337131,0.2040132181889546,0.1527380271996741,0.3249333816230077,0.3080436616957087,3.4386126456245494,0.0279991835838102,0.4402235327700632,0.3145835372618236,0
